ops_per_sec
43912051.47956169
42805317.847320564
42898125.88812526
34444256.27674812
43754022.17964307
44570976.49438127
46355850.68780494
42532679.27524315
40063634.4059815
41500161.6777132
46243130.9682541
39255904.33336114
45559556.781445116
38021307.77456533
47896830.22768956
39798355.00132661
44012712.338413745
46656389.30091233
51512979.12436521
43958217.71406278
46525874.201790474
43751150.74641286
41589985.131580316
41896442.46832891
45925015.9302399
41528598.49631866
39577705.87827877
40324003.36705428
41804199.58021616
48609662.38564071
40509952.78902586
45042931.544128
42446998.731895916
46763115.592576355
43824890.34647228
43130947.353287384
39859429.08011081
41907928.281565405
42128470.771618046
46052177.11667319
45049695.445288084
43882665.06738732
39996267.0150786
46218107.09890868
48084917.96512641
44494871.966005914
40686310.24328718
39382288.80016935
45177831.23821141
38303108.45684756
44221779.59496535
43125212.25690408
45612461.32443383
39643996.90776824
37121476.93982918
42654837.05852244
42352019.39722488
41759610.80042734
44794839.634474106
43083949.074772194
43013604.84476569
45029409.83329737
38396989.6760094
48457536.05543542
49430417.4192791
53364759.24711219
50094553.46967401
42671066.52774864
43916631.59435671
42291717.69573576
40502501.02943857
46984477.50324487
43389359.8442322
43654539.79929825
48632711.5776249
46709873.299468674
37616257.74659808
44845227.90718532
44638622.452111125
42882566.09275499
41186938.93521466
43124437.36085631
43981740.247507244
45382003.010339536
38329534.98288746
39992934.58155726
37536774.308580436
40129014.78252582
49937266.309199065
45065683.233312555
42049713.273517616
45427185.8994015
50649580.874718264
37867312.9354741
44994460.05710547
41321744.87954711
41159603.221424945
43548000.783864014
48823754.383966275
44515586.94728798
48222207.93416061
37967054.08881443
40121568.352106884
42384105.9602649
46506580.68116638
41296361.61847324
47160542.34623698
39114002.64997368
40057014.48394882
47423238.572481476
44592922.360006094
42653245.11220469
42583165.80997617
40707082.01459349
49233698.00459924
43895506.74619069
43594354.531088226
41235767.21722143
41174220.134536766
45226613.60077338
46312913.19802244
42638771.43486573
39288356.89543404
41031111.8405531
48858840.70185725
46127234.28791082
50952709.51648002
45698704.63213495
41658711.01005016
53239277.27681097
42641119.89794559
40522196.032877006
44684333.11425598
40970243.65345319
45423144.9850009
41502888.773987375
44391914.012862556
47392522.644739725
47638046.12553816
45411370.25025449
48309178.74396135
48248964.65763339
42267138.884534985
38923189.95003235
34891936.76417994
40262173.85542189
42387699.08972416
39066887.394580446
46328737.136536576
42757197.907035165
45027044.36852384
44715803.12377148
45633362.5513613
41809515.8458065
48005376.602179445
43080855.58579193
43545156.327111214
43851475.05399213
44786396.87838814
40234365.17715694
49824265.66298452
38547343.36527944
45285240.40802002
40170658.34687698
39898856.399028465
46895791.68889332
49228547.6347734
54202867.7833963
44951143.72566317
44538056.84169505
46423728.71520396
41597698.26069625
43750034.1797142
42050007.971980676
41120745.93033118
46642606.85529715
42124329.959876575
41544485.488857426
45671398.09664448
42580068.27004279
41310222.55882403
47902470.56991964
40603228.633396834
44802281.92955962
42574025.58698937
39596250.235102735
41280095.76982219
44252682.8188959
43142111.91423348
39903367.34541186
47685845.648865275
44030072.53954451
48726017.6631814
41900319.140764125
43757691.78175851
44787316.23204309
48100048.100048095
41142528.002633125
43498276.380798414
38412783.77444013
